item_id;item;defom;exsz;schpl;x_mm;y_mm;z_mm;pzxsc;kgxsc;x_sc_mm;y_sc_mm;z_sc_mm;scxfrd;frdxplt;x_frd_mm;y_frd_mm;z_frd_mm;kgxfrd;cdsup;scxpl;z_cub_mm;x_pal_mm;y_pal_mm;kgxplt;z_pal_mm
7c144f855d S 036;7c144f855d;22.5X90;0;S 036;225;900;8;7;24;225;900;56;2;18;225;900;128,8;48;B;36;446;1010;1200;864;134
ed06af6ebb S 020;ed06af6ebb;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
4a3f543535 N 032;4a3f543535;30.5X56;0;N 032;305;560;8,5;9;22,5;305;560;76,5;2;16;305;560;175,95;45;U;32;618;800;1200;720;132
4a3f543535 S 032;4a3f543535;30.5X56;0;S 032;305;560;8,5;9;22,5;305;560;76,5;2;16;305;560;175,95;45;U;32;618;800;1200;720;132
2910558711 N 035;2910558711;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
29bb1d0d03 N 035;29bb1d0d03;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
d3bc930531 N 035;d3bc930531;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
3a959ca4e3 N 035;3a959ca4e3;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
fc0306f977 N 035;fc0306f977;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
501012c5da N 035;501012c5da;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
44e37b2437 N 035;44e37b2437;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
2e9bbaa817 N 035;2e9bbaa817;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
9faff0ca7a N 035;9faff0ca7a;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
072d9e7b74 E 036;072d9e7b74;20X120;0;E 036;200;1200;9;6;29,9;200;1200;54;0;inf;200;1200;0;0;9;36;-134;800;1200;1076,4;134
481c29e141 E 036;481c29e141;20X120;0;E 036;200;1200;9;6;29,9;200;1200;54;0;inf;200;1200;0;0;9;36;-134;800;1200;1076,4;134
721c61d5cd E 036;721c61d5cd;20X120;0;E 036;200;1200;9;6;29,9;200;1200;54;0;inf;200;1200;0;0;9;36;-134;800;1200;1076,4;134
37d2e9965b E 036;37d2e9965b;20X120;0;E 036;200;1200;9;6;29,9;200;1200;54;0;inf;200;1200;0;0;9;36;-134;800;1200;1076,4;134
8e6daf6bc8 E 036;8e6daf6bc8;20X120;0;E 036;200;1200;9;6;29,9;200;1200;54;0;inf;200;1200;0;0;9;36;-134;800;1200;1076,4;134
0bc81c58c2 E 036;0bc81c58c2;22.5X90;0;E 036;225;900;8;7;24;225;900;56;0;inf;225;900;0;0;9;36;-134;800;1200;864;134
30557591f3 E 036;30557591f3;22.5X90;0;E 036;225;900;8;7;24;225;900;56;0;inf;225;900;0;0;9;36;-134;800;1200;864;134
43c47aca1b E 036;43c47aca1b;22.5X90;0;E 036;225;900;8;7;24;225;900;56;0;inf;225;900;0;0;9;36;-134;800;1200;864;134
429c9c93bb E 036;429c9c93bb;22.5X90;0;E 036;225;900;8;7;24;225;900;56;0;inf;225;900;0;0;9;36;-134;800;1200;864;134
dbdacb7ee8 S 032;dbdacb7ee8;60X60;0;S 032;600;600;8;4;26;600;600;32;4;8;600;600;147,2;104;F;32;596;800;1200;832;134
c932beb25f S 032;c932beb25f;60X60;0;S 032;600;600;8;4;26;600;600;32;4;8;600;600;147,2;104;F;32;596;800;1200;832;134
b174ac2764 S 032;b174ac2764;60X60;0;S 032;600;600;8;4;26;600;600;32;4;8;600;600;147,2;104;F;32;596;800;1200;832;134
c31d7e41a9 S 032;c31d7e41a9;60X60;0;S 032;600;600;8;4;26;600;600;32;4;8;600;600;147,2;104;F;32;596;800;1200;832;134
bd9bc93aba S 032;bd9bc93aba;60X60;0;S 032;600;600;8;4;26;600;600;32;4;8;600;600;147,2;104;F;32;596;800;1200;832;134
13af6580a7 S 032;13af6580a7;60X60;0;S 032;600;600;8;4;26;600;600;32;4;8;600;600;147,2;104;F;32;596;800;1200;832;134
3a94be8e5a S 032;3a94be8e5a;60X60;0;S 032;600;600;8;4;26;600;600;32;4;8;600;600;147,2;104;F;32;596;800;1200;832;134
8042748b4e S 032;8042748b4e;60X60;0;S 032;600;600;8;4;26;600;600;32;4;8;600;600;147,2;104;F;32;596;800;1200;832;134
a1dc19cac0 N 040;a1dc19cac0;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
a1dc19cac0 S 040;a1dc19cac0;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
99c1f1632f N 040;99c1f1632f;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
99c1f1632f S 040;99c1f1632f;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
f9f5e8e3e0 N 040;f9f5e8e3e0;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
f9f5e8e3e0 S 040;f9f5e8e3e0;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
6c7c8cd21e N 040;6c7c8cd21e;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
6c7c8cd21e S 040;6c7c8cd21e;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
ce0ad82af0 S 040;ce0ad82af0;60X60;0;S 040;600;600;9;1;7,19;600;600;9;4;10;600;600;41,4;28,76;F;40;596;800;1200;287,6;134
3548a3c1dc S 040;3548a3c1dc;60X60;0;S 040;600;600;9;1;7,19;600;600;9;4;10;600;600;41,4;28,76;F;40;596;800;1200;287,6;134
a17d9d2107 N 035;a17d9d2107;60X120;0;N 035;600;1200;9;1;15;600;1200;9;5;7;600;1200;51,75;75;X;35;601;910;1240;525;139
12be49dc6d N 035;12be49dc6d;60X120;0;N 035;600;1200;9;1;15;600;1200;9;5;7;600;1200;51,75;75;X;35;601;910;1240;525;139
d164ba7ce8 N 035;d164ba7ce8;60X120;0;N 035;600;1200;9;1;15;600;1200;9;5;7;600;1200;51,75;75;X;35;601;910;1240;525;139
63dd2fae22 N 035;63dd2fae22;60X120;0;N 035;600;1200;9;1;15;600;1200;9;5;7;600;1200;51,75;75;X;35;601;910;1240;525;139
661fccac2a N 035;661fccac2a;60X120;0;N 035;600;1200;9;1;15;600;1200;9;5;7;600;1200;51,75;75;X;35;601;910;1240;525;139
553b78f421 N 035;553b78f421;60X120;0;N 035;600;1200;9;1;15;600;1200;9;5;7;600;1200;51,75;75;X;35;601;910;1240;525;139
36ef222acb S 040;36ef222acb;60X60;0;S 040;600;600;9;1;7,08;600;600;9;4;10;600;600;41,4;28,32;F;40;596;800;1200;283,2;134
cf768a7095 N 035;cf768a7095;60X120;0;N 035;600;1200;9;1;15;600;1200;9;5;7;600;1200;51,75;75;X;35;601;910;1240;525;139
12c309e4a0 N 036;12c309e4a0;45X90;0;N 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
12c309e4a0 S 036;12c309e4a0;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
3594bfde0f N 035;3594bfde0f;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
14a9cbfdf7 S 040;14a9cbfdf7;60X60;0;S 040;600;600;9;1;7,19;600;600;9;4;10;600;600;41,4;28,76;F;40;596;800;1200;287,6;134
3804fdd3f0 S 040;3804fdd3f0;60X60;0;S 040;600;600;9;1;7,19;600;600;9;4;10;600;600;41,4;28,76;F;40;596;800;1200;287,6;134
2acb3e3fd8 S 040;2acb3e3fd8;60X60;0;S 040;600;600;9;1;7,19;600;600;9;4;10;600;600;41,4;28,76;F;40;596;800;1200;287,6;134
cdd331572c N 035;cdd331572c;60X120;0;N 035;600;1200;9;1;15;600;1200;9;5;7;600;1200;51,75;75;X;35;601;910;1240;525;139
6e486afe68 S 044;6e486afe68;30X30;0;S 044;300;300;9;12;21,36;300;300;108;2;22;300;300;248,4;42,72;F;44;611;800;1200;939,84;134
6fbabc345d S 020;6fbabc345d;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
90a8f0d2fc S 020;90a8f0d2fc;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
8b1e201f12 N 040;8b1e201f12;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
8b1e201f12 S 040;8b1e201f12;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
edaed0f8f2 N 040;edaed0f8f2;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
edaed0f8f2 S 040;edaed0f8f2;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
80da39a992 N 040;80da39a992;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
80da39a992 S 040;80da39a992;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
6c9f813850 S 040;6c9f813850;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
6528a33eea S 040;6528a33eea;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
18d76eedd4 S 040;18d76eedd4;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
3ff717a6e0 N 040;3ff717a6e0;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
3ff717a6e0 S 040;3ff717a6e0;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
eca781577c N 040;eca781577c;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
eca781577c S 040;eca781577c;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
438f689940 N 040;438f689940;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
438f689940 S 040;438f689940;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
a6b797ced5 N 040;a6b797ced5;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
a6b797ced5 S 040;a6b797ced5;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
eadf084bdc N 040;eadf084bdc;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
eadf084bdc S 040;eadf084bdc;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
c4bfaf1ab8 N 040;c4bfaf1ab8;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
c4bfaf1ab8 S 040;c4bfaf1ab8;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
b6c0899e0d N 040;b6c0899e0d;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
b6c0899e0d S 040;b6c0899e0d;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
f40769d4d2 N 040;f40769d4d2;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
f40769d4d2 S 040;f40769d4d2;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
04280c7564 N 040;04280c7564;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
04280c7564 S 040;04280c7564;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
bce473f12f N 040;bce473f12f;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
bce473f12f S 040;bce473f12f;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
2699718dfd N 040;2699718dfd;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
2699718dfd S 040;2699718dfd;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
abf122b96c N 040;abf122b96c;30X60;0;N 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
abf122b96c S 040;abf122b96c;30X60;0;S 040;300;600;8;8;26;300;600;64;2;20;300;600;147,2;52;F;40;586;800;1200;1040;134
359b00df54 S 040;359b00df54;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
39e3655424 S 040;39e3655424;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
d1439f418e S 040;d1439f418e;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
88ef254158 S 040;88ef254158;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
f928241f09 N 036;f928241f09;30X120;0;N 036;300;1200;9;4;30;300;1200;36;0;inf;300;1200;0;0;9;36;-134;800;1200;1080;134
f928241f09 S 036;f928241f09;30X120;0;S 036;300;1200;9;4;30;300;1200;36;0;inf;300;1200;0;0;9;36;-134;800;1200;1080;134
2d03585ab2 S 016;2d03585ab2;30X120 SP;0;S 016;300;1200;20;2;33;300;1200;40;4;4;300;1200;184;132;A;16;389;630;1230;528;161
2d03585ab2 N 036;2d03585ab2;30X120 SP;0;N 036;300;1200;20;2;33;300;1200;40;4;9;300;1200;184;132;X;36;601;910;1240;1188;139
8d3320e341 S 035;8d3320e341;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
c968bed44c S 035;c968bed44c;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
cb7d91d5ea S 035;cb7d91d5ea;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
3c3f72db4f S 035;3c3f72db4f;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
ae0fa966d6 S 035;ae0fa966d6;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
09c7fac496 S 035;09c7fac496;50X120;1;S 035;500;1200;8,5;3;28;500;1200;25,5;5;7;500;1200;146,625;140;Z;35;510;1160;1300;980;141
8bf2a1d70b S 040;8bf2a1d70b;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
40baec7a07 S 018;40baec7a07;75X150;1;S 018;750;1500;9;2;47,36;750;1500;18;3;6;750;1500;62,1;142,08;D;18;380;775;1520;852,48;170
0cc37fb214 N 036;0cc37fb214;45X90;0;N 036;450;900;9;3;24,6;450;900;27;0;inf;450;900;0;0;9;36;-134;800;1200;885,6;134
0cc37fb214 S 036;0cc37fb214;45X90;0;S 036;450;900;9;3;24,6;450;900;27;4;9;450;900;124,2;98,4;B;36;446;1010;1200;885,6;134
6a64f30b09 S 040;6a64f30b09;30X60;0;S 040;300;600;9;4;13,82;300;600;36;0;inf;300;600;0;0;9;40;-134;800;1200;552,8;134
6a64f30b09 N 040;6a64f30b09;30X60;0;N 040;300;600;9;4;13,82;300;600;36;2;20;300;600;82,8;27,64;F;40;601;800;1200;552,8;134
a47997ac0b S 020;a47997ac0b;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
0ea3a9d0b1 S 020;0ea3a9d0b1;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
8298434abf S 020;8298434abf;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
ce18057cc6 S 020;ce18057cc6;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
6757ede995 S 020;6757ede995;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
361c8cec3f N 035;361c8cec3f;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
b5d221eaa9 N 035;b5d221eaa9;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
bbe87c1a44 N 035;bbe87c1a44;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
729401b356 N 035;729401b356;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
8d919da391 N 035;8d919da391;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
966b9adbaf N 020;966b9adbaf;120X120;1;N 020;1200;1200;9;2;58;1200;1200;18;0;inf;1200;1200;0;0;9;20;-134;800;1200;1160;134
966b9adbaf S 020;966b9adbaf;120X120;1;S 020;1200;1200;9;2;58;1200;1200;18;2;10;1200;1200;41,4;116;H;20;461;1230;1430;1160;149
0a598bae46 N 999;0a598bae46;30X30;0;N 999;300;300;10;12;24,32;300;300;120;0;inf;300;300;0;0;9;999;-134;800;1200;24295,68;134
0a598bae46 S 999;0a598bae46;30X30;0;S 999;300;300;10;12;24,32;300;300;120;0;inf;300;300;0;0;9;999;-134;800;1200;24295,68;134
f6557edcd6 N 999;f6557edcd6;30X30;0;N 999;300;300;9;12;24,32;300;300;108;0;inf;300;300;0;0;9;999;-134;800;1200;24295,68;134
f6557edcd6 S 999;f6557edcd6;30X30;0;S 999;300;300;9;12;24,32;300;300;108;2;499,5;300;300;248,4;48,64;F;999;611;800;1200;24295,68;134
638d0bcd34 S 030;638d0bcd34;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
636ee36053 S 030;636ee36053;60X60 SP;0;S 030;600;600;20;2;33;600;600;40;3;10;600;600;138;99;F;30;601;800;1200;990;134
d7d72f1057 S 018;d7d72f1057;75X150;1;S 018;750;1500;9;2;47,36;750;1500;18;3;6;750;1500;62,1;142,08;D;18;380;775;1520;852,48;170
53d025cb55 S 018;53d025cb55;75X150;1;S 018;750;1500;9;2;47,36;750;1500;18;3;6;750;1500;62,1;142,08;D;18;380;775;1520;852,48;170
7c29bdb51a S 018;7c29bdb51a;75X150;1;S 018;750;1500;9;2;47,36;750;1500;18;3;6;750;1500;62,1;142,08;D;18;380;775;1520;852,48;170
417c53a7e3 S 018;417c53a7e3;75X150;1;S 018;750;1500;9;2;47,36;750;1500;18;3;6;750;1500;62,1;142,08;D;18;380;775;1520;852,48;170
6ee6abf946 S 040;6ee6abf946;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
a97bae0231 S 040;a97bae0231;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
13605f5dab S 040;13605f5dab;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
3d8720d813 S 040;3d8720d813;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
accdd85a5e S 040;accdd85a5e;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
a35efb3af6 S 042;a35efb3af6;75X75;0;S 042;750;750;9;2;21,9;750;750;18;7;6;750;750;144,9;153,3;F;42;746;800;1200;919,8;134
64b381dc0c S 042;64b381dc0c;75X75;0;S 042;750;750;9;2;21,9;750;750;18;7;6;750;750;144,9;153,3;F;42;746;800;1200;919,8;134
1af2dbdfd2 S 042;1af2dbdfd2;75X75;0;S 042;750;750;9;2;21,9;750;750;18;7;6;750;750;144,9;153,3;F;42;746;800;1200;919,8;134
d2827403f4 S 042;d2827403f4;75X75;0;S 042;750;750;9;2;21,9;750;750;18;7;6;750;750;144,9;153,3;F;42;746;800;1200;919,8;134
4f93947be4 S 042;4f93947be4;75X75;0;S 042;750;750;9;2;21,9;750;750;18;7;6;750;750;144,9;153,3;F;42;746;800;1200;919,8;134
ff9839f0b2 N 035;ff9839f0b2;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
3326e750db N 035;3326e750db;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
dbf932ba95 N 035;dbf932ba95;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
20a0b25301 N 035;20a0b25301;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
9ed769f666 N 035;9ed769f666;60X120;1;N 035;600;1200;9;2;30;600;1200;18;5;7;600;1200;103,5;150;X;35;601;910;1240;1050;139
89a754aacb S 040;89a754aacb;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
08325a253c S 040;08325a253c;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
4d727dc935 S 040;4d727dc935;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
dbad126b5c S 040;dbad126b5c;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
ea3b7aa2cc S 040;ea3b7aa2cc;60X60;0;S 040;600;600;9;3;21,57;600;600;27;4;10;600;600;124,2;86,28;F;40;596;800;1200;862,8;134
f753834ac7 N 040;f753834ac7;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
f753834ac7 S 040;f753834ac7;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
b51e474cef N 040;b51e474cef;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
b51e474cef S 040;b51e474cef;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
06e2b66ae7 N 040;06e2b66ae7;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
06e2b66ae7 S 040;06e2b66ae7;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
0481b006ba N 040;0481b006ba;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
0481b006ba S 040;0481b006ba;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
315e449f30 N 040;315e449f30;30X60;0;N 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
315e449f30 S 040;315e449f30;30X60;0;S 040;300;600;9;7;24,85;300;600;63;2;20;300;600;144,9;49,7;F;40;601;800;1200;994;134
22e4baf66b N 020;22e4baf66b;120X120 SP;0;N 020;1200;1200;20;1;67,66;1200;1200;20;0;inf;1200;1200;0;0;9;20;-134;800;1200;1353,2;134
22e4baf66b S 020;22e4baf66b;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
2177de8a43 N 020;2177de8a43;120X120 SP;0;N 020;1200;1200;20;1;67,66;1200;1200;20;0;inf;1200;1200;0;0;9;20;-134;800;1200;1353,2;134
2177de8a43 S 020;2177de8a43;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
1c4d861cd9 N 020;1c4d861cd9;120X120 SP;0;N 020;1200;1200;20;1;67,66;1200;1200;20;0;inf;1200;1200;0;0;9;20;-134;800;1200;1353,2;134
1c4d861cd9 S 020;1c4d861cd9;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
5ddb1d3750 N 020;5ddb1d3750;120X120 SP;0;N 020;1200;1200;20;1;67,66;1200;1200;20;0;inf;1200;1200;0;0;9;20;-134;800;1200;1353,2;134
5ddb1d3750 S 020;5ddb1d3750;120X120 SP;0;S 020;1200;1200;20;1;67,66;1200;1200;20;2;10;1200;1200;46;135,32;H;20;461;1230;1430;1353,2;149
af19715515 N 035;af19715515;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
c808b21513 N 035;c808b21513;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
b1aa4a2a85 N 035;b1aa4a2a85;60X120 SP;1;N 035;600;1200;20;1;33,35;600;1200;20;5;7;600;1200;115;166,75;X;35;601;910;1240;1167,25;139
